0,2,0.2335031766,0.0000000000,0.0000000000,0.0796322447,0.0000000000,0.3869730770,0.1793970223,0.0000000000,0.0000000000,0.0489803145,0.0693685105,0.0000000000,0.0782877343,0.0666881345,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1081564875,0.0000000000,0.0000000000,0.0512597335,0.1077140658,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4136221504,0.0769485400,0.1236279261,0.0000000000,0.0754608949,0.6539372571,0.1346119058,0.0000000000,0.0817421571,0.0000000000,0.0000000000,0.0000000000,0.1362749151,0.0477855109,0.0398420894,0.0000000000,0.0000000000,0.1061202788,0.0000000000,0.0848488919,0.1488867786,0.0000000000
0,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1071387617,0.0000000000,0.2432519978,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5121825921,0.0000000000,0.0000000000,0.0000000000,0.2054570143,0.0000000000,0.0000000000,0.3765088082,0.1429706195,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6801519523,0.0000000000
2,2,0.5111463277,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2310264859,0.0000000000,0.0000000000,0.0000000000,0.1072195601,0.0000000000,0.0000000000,0.1713744903,0.1459825752,0.1437640627,0.1684429489,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1684429489,0.2706256992,0.0000000000,0.1651864437,0.0000000000,0.1473350006,0.5313907826,0.0000000000,0.1441690605,0.0000000000,0.0000000000,0.0000000000,0.2092081896,0.0872156772,0.0000000000,0.2457098913,0.0000000000,0.0000000000,0.0928685428,0.0000000000,0.0000000000
0,3,0.1158004842,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2093567144,0.0000000000,0.0000000000,0.0000000000,0.1457439052,0.0000000000,0.0000000000,0.0000000000,0.0992173003,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3218262075,0.0000000000,0.2149276922,0.1525264550,0.0801274387,0.1251051242,0.0000000000,0.0000000000,0.5204366868,0.0000000000,0.0000000000,0.2289650614,0.0919656036,0.2793746978,0.0000000000,0.0000000000,0.1001364785,0.2407737535,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1013735748,0.2132830416,0.2371051209,0.0000000000,0.0834985684,0.2368255086,0.0000000000,0.2524730391,0.0000000000,0.0000000000
3,2,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1677378851,0.4276892475,0.0000000000,0.0000000000,0.1167709117,0.3307542752,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3464040100,0.0000000000,0.0000000000,0.0000000000,0.1222051323,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1430443898,0.3248845223,0.3417673650,0.1899700787,0.0000000000,0.0000000000,0.2529947355,0.0000000000,0.2022829491,0.3549516790,0.1454702913
2,3,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2263298699,0.0000000000,0.0000000000,0.0000000000,0.3151195717,0.0000000000,0.0000000000,0.0000000000,0.4290445374,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3976860860,0.0000000000,0.0000000000,0.0000000000,0.4330193318,0.0000000000,0.0000000000,0.4237145959,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2563279200,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2729417599,0.0000000000,0.0000000000
2,3,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1893355434,0.0000000000,0.0000000000,0.0000000000,0.1318061451,0.0000000000,0.0000000000,0.0000000000,0.1794579316,0.0000000000,0.0000000000,0.1889605940,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4818473518,0.0000000000,0.1815417447,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6091963539,0.0000000000,0.1811204825,0.0000000000,0.0000000000,0.1772285587,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3216454774,0.0000000000,0.1510268907,0.0000000000,0.0000000000,0.2283285740,0.0000000000,0.0000000000
2,2,0.0000000000,0.0000000000,0.0000000000,0.2280790402,0.0000000000,0.3526570162,0.2569103811,0.1143837373,0.1330780523,0.0701435905,0.0000000000,0.0000000000,0.0000000000,0.0955025553,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1034403463,0.2202236831,0.0000000000,0.0000000000,0.5323287590,0.0000000000,0.0000000000,0.0000000000,0.2369355364,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0963873190,0.0000000000,0.0000000000,0.1886322892,0.0000000000,0.0000000000,0.0975780978,0.4105952370,0.2282277873,0.0000000000,0.0000000000,0.0759862146,0.0000000000,0.1822652423,0.0000000000,0.0000000000
0,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1951722336,0.0000000000,0.0000000000,0.0000000000,0.1358693634,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1821788081,0.4269041247,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1493971782,0.0000000000,0.0000000000,0.0000000000,0.5822108408,0.1871381737,0.0000000000,0.0000000000,0.3429387457,0.1302231551,0.2093253965,0.0000000000,0.1867039252,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1664399969,0.0000000000,0.0000000000,0.1105203054,0.2011400601,0.1556826313,0.0000000000,0.0000000000,0.1176836556,0.0000000000,0.0000000000
1,0,0.0893344750,0.0910563184,0.3922867454,0.0000000000,0.0850999815,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1766354751,0.0000000000,0.0000000000,0.0620683399,0.6811826431,0.0000000000,0.0588333929,0.0000000000,0.0000000000,0.0000000000,0.1027573611,0.0000000000,0.2322903784,0.0000000000,0.0000000000,0.2837880675,0.1077620362,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3983273977,0.0688660667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
